medicaid_only,POVPIP,PINCP,PERNP,OCCP_2digit,WAGP,INDP_2digit,ESR,ANC1P,WKL,SCHL,RELSHIPP,MSP,WRK,DIS,MAR,HIMRKS,DREM,RAC3P,DOUT,RAC2P,NWLK,SSIP,NWLA,DPHY,RAC1P,DDRS,RACAIAN,NWAB,MARHYP,RACWHT,ANC2P,COW,WAOB,WKHP,SSP,POBP,WKWN,PWGTP,INTP,PUMA,MIG,ANC,DEYE,NWRE,PAP,MARHM,NWAV,DEAR,MIL,HISP,AGEP
0,501.0,0.0,0.0,42,0.0,69,6.0,32,3.0,20.0,21,1.0,2.0,2,1,0,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1990.0,1,999,1.0,1,40.0,0.0,38,52.0,19,0.0,400,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,65
0,136.0,20800.0,20800.0,73,20800.0,81,1.0,939,1.0,16.0,20,6.0,1.0,2,5,0,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1995.0,1,999,1.0,1,36.0,0.0,38,52.0,115,0.0,400,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,23
0,501.0,93000.0,69000.0,32,69000.0,94,1.0,87,1.0,20.0,20,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,32,4.0,1,24.0,0.0,53,52.0,75,0.0,400,3.0,2,2,3.0,0.0,2.0,5.0,2,2.0,1,23
0,204.0,31200.0,31200.0,43,31200.0,90,1.0,51,1.0,16.0,22,6.0,1.0,2,5,2,2.0,16,2.0,9000,3.0,0.0,3.0,2.0,9,2.0,0,3.0,1995.0,1,902,1.0,1,40.0,0.0,27,52.0,22,0.0,400,3.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,20
0,449.0,50000.0,50000.0,72,0.0,88,1.0,32,1.0,20.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2022.0,1,999,6.0,1,50.0,0.0,38,50.0,201,0.0,400,1.0,1,2,3.0,0.0,1.0,5.0,2,4.0,1,24
0,449.0,40000.0,40000.0,32,40000.0,81,1.0,999,1.0,16.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2022.0,1,999,2.0,1,26.0,0.0,38,52.0,148,0.0,400,1.0,4,2,3.0,0.0,1.0,5.0,2,4.0,1,24
0,501.0,73800.0,72000.0,47,72000.0,46,1.0,82,1.0,20.0,20,1.0,1.0,1,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2021.0,1,32,1.0,1,65.0,0.0,38,52.0,145,0.0,100,1.0,2,2,3.0,0.0,2.0,5.0,1,3.0,1,40
0,501.0,40000.0,40000.0,57,40000.0,69,1.0,740,1.0,16.0,21,1.0,1.0,2,1,2,2.0,21,2.0,9000,3.0,0.0,3.0,2.0,9,2.0,0,3.0,2021.0,1,22,1.0,1,34.0,0.0,41,52.0,51,0.0,100,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,27
0,238.0,5800.0,5800.0,23,5800.0,78,1.0,82,1.0,22.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2001.0,1,32,3.0,1,45.0,0.0,38,52.0,51,0.0,400,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,54
0,238.0,42000.0,42000.0,96,42000.0,35,1.0,32,1.0,21.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2001.0,1,999,1.0,1,40.0,0.0,38,52.0,69,0.0,400,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,54
0,130.0,20170.0,20000.0,06,20000.0,72,1.0,553,1.0,21.0,20,6.0,1.0,2,5,0,2.0,2,2.0,3000,3.0,0.0,3.0,2.0,2,2.0,0,3.0,1995.0,0,999,1.0,1,40.0,0.0,6,52.0,64,20.0,500,1.0,1,2,3.0,0.0,2.0,5.0,2,2.0,1,29
1,34.0,5500.0,0.0,99,0.0,99,3.0,999,3.0,1.0,20,4.0,1.0,1,3,0,1.0,5,2.0,4000,3.0,5500.0,3.0,2.0,6,2.0,0,3.0,2014.0,0,999,9.0,1,40.0,0.0,6,52.0,383,0.0,200,1.0,4,2,3.0,0.0,2.0,5.0,2,2.0,2,36
0,221.0,28600.0,28600.0,89,28600.0,23,1.0,568,1.0,1.0,20,1.0,1.0,2,1,0,2.0,2,2.0,3000,3.0,0.0,3.0,2.0,2,2.0,0,3.0,2010.0,0,999,1.0,6,40.0,0.0,462,40.0,360,0.0,500,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,37
0,221.0,82000.0,82000.0,21,82000.0,94,1.0,999,1.0,16.0,21,1.0,1.0,1,1,0,1.0,2,1.0,3000,3.0,0.0,3.0,1.0,2,1.0,0,3.0,2010.0,0,999,3.0,6,40.0,0.0,440,52.0,364,0.0,500,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,33
0,501.0,80000.0,80000.0,03,80000.0,81,1.0,82,1.0,22.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1985.0,1,112,2.0,1,40.0,0.0,38,52.0,204,0.0,600,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,58
0,501.0,73000.0,73000.0,63,73000.0,07,1.0,32,1.0,16.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1985.0,1,82,4.0,1,40.0,0.0,38,52.0,196,0.0,600,1.0,2,2,3.0,0.0,2.0,5.0,2,3.0,1,60
1,501.0,30000.0,30000.0,64,30000.0,07,1.0,917,1.0,16.0,26,6.0,1.0,2,5,0,2.0,3,2.0,5013,3.0,0.0,3.0,2.0,3,2.0,1,3.0,1995.0,0,999,1.0,1,20.0,0.0,38,36.0,176,0.0,600,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,23
0,379.0,36000.0,36000.0,47,36000.0,51,1.0,999,1.0,16.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2021.0,1,999,1.0,1,40.0,0.0,27,52.0,374,0.0,500,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,27
0,379.0,40000.0,40000.0,38,40000.0,94,1.0,999,1.0,20.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2021.0,1,999,4.0,1,40.0,0.0,27,52.0,287,0.0,500,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,28
0,171.0,26300.0,0.0,42,0.0,69,6.0,999,3.0,16.0,20,4.0,1.0,2,3,2,2.0,1,2.0,1000,3.0,1400.0,3.0,2.0,1,2.0,0,3.0,2009.0,1,999,1.0,1,40.0,24900.0,38,52.0,29,0.0,200,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,60
1,70.0,11000.0,0.0,42,0.0,69,6.0,924,3.0,16.0,20,5.0,2.0,1,4,0,2.0,1,2.0,1000,2.0,11000.0,2.0,2.0,1,2.0,0,2.0,1982.0,1,999,1.0,1,40.0,0.0,53,52.0,23,0.0,400,1.0,1,2,3.0,0.0,2.0,5.0,1,4.0,1,60
0,180.0,45000.0,45000.0,20,45000.0,83,1.0,999,1.0,21.0,20,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,999,1.0,1,40.0,0.0,53,52.0,53,0.0,200,3.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,48
0,295.0,45000.0,45000.0,47,45000.0,87,1.0,999,1.0,19.0,22,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,999,1.0,1,40.0,0.0,38,52.0,75,0.0,200,1.0,4,2,3.0,0.0,2.0,5.0,2,2.0,1,31
0,180.0,2100.0,2100.0,39,2100.0,85,6.0,999,1.0,14.0,25,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,999,3.0,1,7.0,0.0,38,12.0,14,0.0,200,3.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,18
0,180.0,8400.0,6000.0,42,6000.0,85,6.0,999,1.0,14.0,25,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,999,4.0,1,40.0,2400.0,38,8.0,30,0.0,200,3.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,18
0,251.0,100000.0,100000.0,96,100000.0,04,1.0,50,1.0,19.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2011.0,1,999,1.0,1,84.0,0.0,20,48.0,152,0.0,200,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,36
0,251.0,0.0,0.0,41,0.0,86,6.0,210,2.0,21.0,21,1.0,2.0,2,1,0,2.0,6,2.0,4008,2.0,0.0,2.0,2.0,6,2.0,0,2.0,2011.0,0,84,1.0,1,40.0,0.0,6,52.0,122,0.0,200,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,2,41
0,257.0,39400.0,14000.0,62,2000.0,07,6.0,89,1.0,21.0,20,6.0,2.0,2,5,1,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1995.0,1,50,6.0,1,40.0,0.0,27,20.0,33,25400.0,500,3.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,35
0,501.0,83500.0,82000.0,62,82000.0,07,1.0,98,1.0,16.0,20,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,999,1.0,1,65.0,0.0,38,50.0,99,0.0,200,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,26
0,212.0,32700.0,32700.0,73,32700.0,88,1.0,917,1.0,1.0,20,6.0,1.0,2,5,0,2.0,3,2.0,5013,3.0,0.0,3.0,2.0,3,2.0,1,3.0,1995.0,0,999,1.0,1,38.0,0.0,38,52.0,74,0.0,600,3.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,39
0,501.0,0.0,0.0,47,0.0,55,6.0,939,2.0,16.0,21,1.0,2.0,2,1,0,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1990.0,1,999,1.0,1,40.0,0.0,38,52.0,108,0.0,600,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,51
0,501.0,40000.0,40000.0,30,40000.0,50,1.0,939,1.0,24.0,21,1.0,1.0,2,1,2,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1994.0,1,999,7.0,1,60.0,0.0,38,52.0,41,0.0,400,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,51
0,259.0,39500.0,39500.0,65,39500.0,39,1.0,22,1.0,16.0,20,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,32,1.0,1,40.0,0.0,38,52.0,273,0.0,100,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,22
0,112.0,17460.0,0.0,42,0.0,76,6.0,999,2.0,16.0,20,6.0,2.0,1,5,0,1.0,1,1.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,3.0,1995.0,1,999,1.0,1,40.0,13200.0,38,52.0,200,0.0,100,1.0,4,2,2.0,0.0,2.0,5.0,2,4.0,1,33
0,19.0,3000.0,0.0,42,0.0,69,6.0,999,3.0,17.0,22,6.0,2.0,1,5,0,1.0,1,1.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1995.0,1,999,1.0,1,40.0,3000.0,38,52.0,334,0.0,100,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,31
1,131.0,16400.0,0.0,42,0.0,69,6.0,999,3.0,13.0,25,5.0,2.0,2,4,0,2.0,2,2.0,3000,2.0,2400.0,2.0,2.0,2,2.0,0,2.0,1981.0,0,999,1.0,1,40.0,7000.0,17,52.0,35,0.0,200,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,58
1,131.0,7000.0,0.0,42,0.0,69,6.0,999,3.0,14.0,30,6.0,2.0,1,5,0,1.0,2,2.0,3000,2.0,0.0,2.0,2.0,2,2.0,0,2.0,1995.0,0,999,1.0,1,40.0,7000.0,17,52.0,32,0.0,200,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,24
0,501.0,70000.0,70000.0,47,70000.0,48,1.0,50,1.0,19.0,20,1.0,1.0,2,1,1,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1983.0,1,999,1.0,1,50.0,0.0,27,52.0,71,0.0,500,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,62
0,501.0,49090.0,49000.0,19,49000.0,10,1.0,50,1.0,19.0,21,1.0,1.0,2,1,2,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1983.0,1,32,4.0,1,45.0,0.0,38,52.0,82,90.0,500,1.0,2,2,3.0,0.0,2.0,1.0,2,4.0,1,60
0,466.0,175000.0,90000.0,00,90000.0,68,1.0,210,1.0,21.0,20,1.0,1.0,2,1,0,2.0,29,2.0,9000,3.0,0.0,3.0,2.0,9,2.0,0,3.0,2011.0,1,21,1.0,1,20.0,0.0,38,52.0,123,85000.0,200,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,2,39
0,466.0,36000.0,36000.0,30,36000.0,79,1.0,49,1.0,24.0,21,1.0,1.0,2,1,2,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2011.0,1,82,7.0,1,40.0,0.0,38,50.0,137,0.0,200,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,40
0,220.0,52000.0,42000.0,19,42000.0,78,1.0,98,1.0,21.0,20,4.0,1.0,2,3,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2005.0,1,999,4.0,1,40.0,0.0,38,52.0,29,0.0,200,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,45
0,501.0,80000.0,80000.0,19,80000.0,01,1.0,999,1.0,20.0,20,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,999,1.0,1,40.0,0.0,46,52.0,10,0.0,400,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,25
0,448.0,50000.0,50000.0,62,50000.0,07,1.0,917,1.0,19.0,20,1.0,1.0,2,1,0,2.0,3,2.0,5013,3.0,0.0,3.0,2.0,3,2.0,1,3.0,1980.0,0,999,3.0,1,40.0,0.0,38,52.0,39,0.0,400,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,65
0,448.0,55000.0,55000.0,54,55000.0,93,1.0,917,1.0,20.0,21,1.0,1.0,2,1,0,2.0,3,2.0,5013,3.0,0.0,3.0,2.0,3,2.0,1,3.0,1980.0,0,999,3.0,1,40.0,0.0,38,52.0,49,0.0,400,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,64
0,448.0,0.0,0.0,64,0.0,07,3.0,917,2.0,13.0,25,6.0,2.0,2,5,2,2.0,3,2.0,5013,1.0,0.0,2.0,2.0,3,2.0,1,2.0,1995.0,0,999,1.0,1,40.0,0.0,38,52.0,41,0.0,400,1.0,1,2,3.0,0.0,2.0,1.0,2,4.0,1,35
0,416.0,49000.0,49000.0,32,49000.0,78,6.0,82,1.0,22.0,20,1.0,2.0,2,1,0,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,2013.0,1,22,3.0,1,40.0,0.0,38,40.0,94,0.0,600,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,31
0,416.0,100000.0,100000.0,06,100000.0,69,1.0,32,1.0,21.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2013.0,1,999,1.0,1,40.0,0.0,38,52.0,110,0.0,600,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,33
0,501.0,85100.0,80000.0,00,80000.0,91,6.0,94,1.0,21.0,20,1.0,2.0,2,1,0,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1983.0,1,32,2.0,1,55.0,0.0,38,34.0,67,5100.0,600,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,63
0,501.0,68000.0,30000.0,39,30000.0,76,1.0,32,1.0,21.0,21,1.0,1.0,1,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,1.0,1,1.0,0,3.0,1983.0,1,171,1.0,1,25.0,0.0,38,52.0,64,0.0,600,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,64
0,501.0,73800.0,67000.0,23,50000.0,78,1.0,32,1.0,21.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1988.0,1,50,3.0,1,40.0,0.0,38,52.0,134,6800.0,300,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,62
0,501.0,74000.0,74000.0,10,74000.0,73,1.0,32,1.0,18.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1988.0,1,50,4.0,1,40.0,0.0,4,52.0,163,0.0,300,1.0,2,2,3.0,0.0,2.0,5.0,2,2.0,1,60
0,501.0,30000.0,30000.0,64,0.0,07,1.0,32,1.0,18.0,25,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,50,6.0,1,40.0,0.0,38,48.0,186,0.0,300,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,30
0,501.0,17000.0,17000.0,25,17000.0,78,3.0,32,1.0,21.0,25,6.0,2.0,2,5,0,2.0,1,2.0,1000,1.0,0.0,2.0,2.0,1,2.0,0,2.0,1995.0,1,50,3.0,1,40.0,0.0,38,36.0,146,0.0,300,1.0,2,2,3.0,0.0,2.0,1.0,2,4.0,1,28
0,197.0,30000.0,30000.0,62,30000.0,07,1.0,82,1.0,16.0,20,4.0,1.0,2,3,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1989.0,1,999,1.0,1,40.0,0.0,38,52.0,53,0.0,400,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,55
0,438.0,32000.0,32000.0,36,32000.0,83,1.0,22,1.0,21.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2003.0,1,999,2.0,1,25.0,0.0,12,52.0,9,0.0,600,3.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,46
0,438.0,103000.0,103000.0,72,103000.0,07,1.0,49,1.0,16.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2003.0,1,999,1.0,1,55.0,0.0,38,52.0,14,0.0,600,3.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,47
0,438.0,3000.0,3000.0,41,3000.0,86,1.0,49,1.0,14.0,25,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,22,1.0,1,15.0,0.0,38,15.0,39,0.0,600,3.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,18
0,501.0,81600.0,60000.0,05,60000.0,75,1.0,32,1.0,22.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2001.0,1,26,1.0,1,20.0,0.0,30,52.0,21,0.0,600,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,61
0,501.0,94000.0,94000.0,07,94000.0,30,1.0,3,1.0,22.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2001.0,1,125,1.0,1,40.0,0.0,38,52.0,16,0.0,600,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,46
0,501.0,42300.0,42000.0,08,42000.0,93,1.0,32,1.0,21.0,25,6.0,1.0,2,5,2,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,50,3.0,1,38.0,0.0,38,52.0,2,300.0,200,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,53
0,397.0,30000.0,30000.0,45,30000.0,89,1.0,32,1.0,19.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2007.0,1,82,7.0,1,32.0,0.0,38,52.0,52,0.0,600,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,42
0,397.0,92000.0,92000.0,01,92000.0,40,1.0,82,1.0,20.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2007.0,1,32,1.0,1,40.0,0.0,55,52.0,56,0.0,600,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,43
0,260.0,40000.0,40000.0,09,40000.0,94,1.0,88,1.0,20.0,20,4.0,1.0,2,3,0,2.0,16,2.0,9000,3.0,0.0,3.0,2.0,9,2.0,0,3.0,2006.0,1,22,5.0,6,40.0,0.0,449,52.0,123,0.0,200,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,45
0,291.0,45000.0,45000.0,60,45000.0,01,1.0,999,1.0,20.0,20,6.0,1.0,2,5,0,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1995.0,1,999,1.0,1,50.0,0.0,38,52.0,255,0.0,500,1.0,4,2,2.0,0.0,2.0,1.0,2,4.0,1,43
0,501.0,19000.0,19000.0,04,19000.0,83,1.0,82,1.0,20.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2017.0,1,32,3.0,1,20.0,0.0,38,50.0,99,0.0,100,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,38
0,501.0,125000.0,125000.0,68,125000.0,03,1.0,82,1.0,20.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2017.0,1,32,1.0,1,50.0,0.0,38,52.0,82,0.0,100,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,39
0,484.0,100000.0,100000.0,52,100000.0,22,1.0,999,1.0,22.0,20,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,999,1.0,1,55.0,0.0,38,52.0,366,0.0,100,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,32
0,256.0,40000.0,40000.0,46,40000.0,84,1.0,999,1.0,21.0,22,6.0,1.0,2,5,0,2.0,16,2.0,9000,3.0,0.0,3.0,2.0,9,2.0,0,3.0,1995.0,1,999,1.0,2,40.0,0.0,72,52.0,713,0.0,100,2.0,4,2,3.0,0.0,2.0,5.0,2,4.0,3,29
1,38.0,6000.0,6000.0,96,6000.0,53,1.0,924,1.0,16.0,20,4.0,1.0,1,3,0,2.0,1,1.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1997.0,1,999,1.0,1,40.0,0.0,6,52.0,111,0.0,500,1.0,1,1,3.0,0.0,2.0,5.0,2,2.0,1,58
0,125.0,19200.0,19200.0,02,0.0,01,1.0,999,1.0,16.0,20,6.0,1.0,2,5,0,2.0,1,2.0,1000,2.0,0.0,1.0,2.0,1,2.0,0,3.0,1995.0,1,999,6.0,1,80.0,0.0,37,36.0,18,0.0,200,1.0,4,2,1.0,0.0,2.0,1.0,2,4.0,1,62
0,289.0,130000.0,130000.0,02,130000.0,01,1.0,50,1.0,19.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,2.0,2.0,1,2.0,0,1.0,2018.0,1,82,7.0,1,60.0,0.0,38,52.0,22,0.0,500,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,33
0,289.0,0.0,0.0,46,0.0,84,6.0,999,2.0,18.0,21,1.0,2.0,2,1,0,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,2018.0,1,999,6.0,1,40.0,0.0,38,52.0,16,0.0,500,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,37
0,501.0,69000.0,69000.0,20,69000.0,78,1.0,32,1.0,22.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2008.0,1,999,3.0,1,40.0,0.0,38,52.0,416,0.0,300,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,40
0,501.0,80000.0,80000.0,06,80000.0,96,4.0,98,1.0,21.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2008.0,1,999,5.0,1,40.0,0.0,38,52.0,594,0.0,300,1.0,1,2,3.0,0.0,2.0,5.0,2,1.0,1,42
0,390.0,60120.0,60000.0,57,60000.0,68,1.0,999,1.0,21.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2016.0,1,999,4.0,1,40.0,0.0,38,52.0,202,120.0,400,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,29
0,390.0,60000.0,60000.0,01,60000.0,68,1.0,999,1.0,21.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2016.0,1,999,1.0,1,40.0,0.0,38,52.0,114,0.0,400,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,30
0,156.0,10000.0,10000.0,02,0.0,01,1.0,999,1.0,16.0,20,1.0,1.0,2,1,2,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1982.0,1,999,6.0,1,60.0,0.0,38,52.0,13,0.0,500,3.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,64
0,156.0,20750.0,20000.0,57,20000.0,81,1.0,999,1.0,19.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1982.0,1,999,1.0,1,40.0,750.0,46,52.0,11,0.0,500,3.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,63
0,462.0,32000.0,32000.0,50,32000.0,07,1.0,999,1.0,19.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2005.0,1,999,7.0,1,35.0,0.0,30,52.0,33,0.0,100,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,41
0,462.0,107000.0,107000.0,63,107000.0,07,1.0,32,1.0,16.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2005.0,1,999,7.0,1,60.0,0.0,48,52.0,56,0.0,100,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,43
0,283.0,83400.0,82000.0,15,82000.0,05,1.0,32,1.0,22.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2001.0,1,82,2.0,1,45.0,0.0,38,52.0,43,0.0,100,1.0,2,2,3.0,0.0,2.0,5.0,2,2.0,1,43
