medicaid_only,POVPIP,PINCP,PERNP,OCCP_2digit,WAGP,INDP_2digit,ESR,ANC1P,WKL,SCHL,RELSHIPP,MSP,WRK,DIS,MAR,HIMRKS,DREM,RAC3P,DOUT,RAC2P,NWLK,SSIP,NWLA,DPHY,RAC1P,DDRS,RACAIAN,NWAB,MARHYP,RACWHT,ANC2P,COW,WAOB,WKHP,SSP,POBP,WKWN,PWGTP,INTP,PUMA,MIG,ANC,DEYE,NWRE,PAP,MARHM,NWAV,DEAR,MIL,HISP,AGEP
0,390.0,76000.0,0.0,42,0.0,69,6.0,32,3.0,18.0,20,1.0,2.0,2,1,1,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,2003.0,1,148,1.0,1,40.0,0.0,6,52.0,42,0.0,100,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,60
0,390.0,2300.0,0.0,42,0.0,69,6.0,32,3.0,19.0,21,1.0,2.0,2,1,1,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,2003.0,1,148,1.0,1,40.0,0.0,38,52.0,16,0.0,100,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,64
0,152.0,20000.0,20000.0,22,20000.0,78,1.0,603,1.0,21.0,20,1.0,1.0,2,1,1,2.0,10,2.0,4016,3.0,0.0,3.0,2.0,6,2.0,0,3.0,2021.0,0,999,4.0,4,20.0,0.0,202,52.0,185,0.0,500,2.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,26
0,152.0,10500.0,10500.0,25,10500.0,78,1.0,603,1.0,21.0,21,1.0,1.0,2,1,1,2.0,10,2.0,4016,3.0,0.0,3.0,2.0,6,2.0,0,3.0,2021.0,0,999,4.0,4,20.0,0.0,202,52.0,188,0.0,500,2.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,25
0,160.0,24490.0,24000.0,22,24000.0,78,1.0,82,1.0,21.0,20,6.0,1.0,2,5,2,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1995.0,1,999,4.0,1,50.0,0.0,27,52.0,122,0.0,600,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,24
0,501.0,124000.0,124000.0,02,0.0,01,1.0,82,1.0,16.0,20,1.0,1.0,2,1,2,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1990.0,1,999,6.0,1,45.0,0.0,38,52.0,33,0.0,500,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,57
0,501.0,36000.0,36000.0,57,36000.0,78,1.0,98,1.0,18.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1990.0,1,999,4.0,1,40.0,0.0,38,52.0,27,0.0,500,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,61
0,501.0,96000.0,56000.0,20,56000.0,78,1.0,82,1.0,22.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2013.0,1,50,3.0,1,40.0,0.0,38,52.0,20,0.0,500,1.0,2,2,3.0,0.0,2.0,5.0,2,2.0,1,44
0,501.0,110000.0,110000.0,32,110000.0,95,1.0,82,1.0,23.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2013.0,1,88,5.0,1,45.0,0.0,38,52.0,20,0.0,500,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,37
0,38.0,5600.0,2000.0,41,2000.0,86,1.0,32,1.0,16.0,20,4.0,1.0,2,3,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2005.0,1,999,1.0,1,12.0,3600.0,38,52.0,57,0.0,400,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,65
0,355.0,55600.0,48000.0,08,48000.0,93,1.0,82,1.0,21.0,20,4.0,1.0,2,3,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1984.0,1,89,3.0,1,45.0,0.0,38,52.0,29,0.0,500,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,60
0,239.0,20000.0,20000.0,20,20000.0,91,6.0,32,1.0,22.0,20,1.0,2.0,1,1,0,2.0,1,2.0,1000,2.0,0.0,2.0,1.0,1,2.0,0,2.0,2004.0,1,999,2.0,1,40.0,0.0,38,26.0,108,0.0,400,3.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,45
0,239.0,68700.0,64000.0,72,64000.0,61,1.0,32,1.0,18.0,21,1.0,1.0,1,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,1.0,1,2.0,0,3.0,2004.0,1,999,1.0,1,40.0,0.0,55,52.0,100,0.0,400,1.0,1,2,3.0,0.0,2.0,5.0,1,2.0,1,49
0,239.0,0.0,0.0,42,0.0,69,6.0,32,3.0,14.0,25,6.0,2.0,2,5,0,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1995.0,1,999,1.0,1,40.0,0.0,38,52.0,1,0.0,400,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,18
0,234.0,35000.0,35000.0,34,35000.0,50,1.0,82,1.0,20.0,20,1.0,1.0,2,1,2,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2011.0,1,999,1.0,1,34.0,0.0,38,52.0,45,0.0,400,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,36
0,234.0,50000.0,50000.0,02,0.0,01,1.0,82,1.0,15.0,21,1.0,1.0,2,1,2,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2011.0,1,999,6.0,1,45.0,0.0,38,52.0,41,0.0,400,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,35
0,501.0,150500.0,117000.0,00,117000.0,50,1.0,931,1.0,13.0,20,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,999,1.0,1,40.0,0.0,38,52.0,216,1000.0,100,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,42
1,384.0,60000.0,60000.0,91,60000.0,86,1.0,939,1.0,18.0,22,4.0,1.0,2,3,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2007.0,1,999,1.0,1,40.0,0.0,38,52.0,215,0.0,100,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,54
0,501.0,132000.0,130000.0,10,130000.0,73,1.0,999,1.0,21.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2011.0,1,999,1.0,1,40.0,0.0,38,52.0,246,2000.0,300,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,35
0,501.0,60000.0,60000.0,17,60000.0,94,1.0,999,1.0,21.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2011.0,1,999,4.0,1,40.0,0.0,38,52.0,185,0.0,300,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,35
0,501.0,86000.0,86000.0,13,86000.0,72,1.0,32,1.0,22.0,20,6.0,1.0,1,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,50,1.0,1,45.0,0.0,38,52.0,258,0.0,600,1.0,2,2,3.0,0.0,2.0,5.0,1,4.0,1,29
0,221.0,34000.0,34000.0,30,34000.0,79,1.0,999,1.0,23.0,20,6.0,1.0,2,5,0,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1995.0,1,999,2.0,1,40.0,0.0,27,52.0,22,0.0,600,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,38
0,501.0,180000.0,180000.0,14,180000.0,30,1.0,999,1.0,21.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2000.0,1,999,1.0,1,40.0,0.0,38,52.0,179,0.0,600,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,46
0,501.0,90000.0,90000.0,08,90000.0,68,1.0,999,1.0,21.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2000.0,1,999,1.0,1,40.0,0.0,38,52.0,125,0.0,600,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,45
0,244.0,25000.0,25000.0,25,25000.0,78,1.0,924,1.0,16.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2011.0,1,32,3.0,1,32.0,0.0,38,52.0,52,0.0,500,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,41
0,244.0,50000.0,50000.0,72,50000.0,46,1.0,924,1.0,16.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2011.0,1,999,1.0,1,60.0,0.0,38,52.0,44,0.0,500,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,37
0,501.0,50000.0,50000.0,23,50000.0,78,1.0,195,1.0,22.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2003.0,1,999,2.0,1,50.0,0.0,38,42.0,106,0.0,600,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,43
0,501.0,115000.0,115000.0,10,115000.0,48,1.0,98,1.0,19.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2003.0,1,999,1.0,1,40.0,0.0,27,52.0,113,0.0,600,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,43
0,501.0,150000.0,150000.0,07,150000.0,73,1.0,50,1.0,19.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1988.0,1,89,7.0,1,50.0,0.0,38,52.0,111,0.0,300,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,63
0,501.0,60000.0,60000.0,40,60000.0,73,1.0,50,1.0,16.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1988.0,1,999,1.0,1,50.0,0.0,21,52.0,97,0.0,300,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,59
0,431.0,38000.0,38000.0,36,38000.0,79,1.0,122,1.0,20.0,20,1.0,1.0,2,1,1,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1994.0,1,999,1.0,1,48.0,0.0,38,52.0,65,0.0,600,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,55
0,431.0,48000.0,48000.0,40,48000.0,78,1.0,999,1.0,20.0,21,1.0,1.0,2,1,1,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1994.0,1,999,4.0,1,40.0,0.0,38,52.0,55,0.0,600,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,52
0,501.0,40500.0,0.0,42,0.0,69,6.0,924,3.0,18.0,21,1.0,1.0,2,1,2,2.0,29,2.0,9000,2.0,0.0,2.0,2.0,9,2.0,0,2.0,1983.0,1,999,1.0,1,40.0,0.0,38,52.0,35,500.0,400,1.0,1,2,2.0,0.0,2.0,3.0,2,4.0,1,59
0,501.0,160000.0,0.0,00,0.0,52,6.0,32,2.0,21.0,20,1.0,2.0,2,1,0,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1993.0,1,999,1.0,1,40.0,0.0,38,52.0,55,0.0,600,1.0,1,2,3.0,0.0,2.0,5.0,2,3.0,1,57
0,501.0,0.0,0.0,42,0.0,69,6.0,32,3.0,21.0,21,1.0,2.0,2,1,0,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1993.0,1,999,1.0,1,40.0,0.0,38,52.0,58,0.0,600,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,58
0,501.0,38400.0,38400.0,47,38400.0,52,1.0,32,1.0,21.0,25,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,999,1.0,1,45.0,0.0,38,52.0,97,0.0,600,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,28
0,60.0,0.0,0.0,42,0.0,69,6.0,32,3.0,1.0,25,6.0,2.0,2,5,0,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1995.0,1,21,1.0,1,40.0,0.0,47,52.0,11,0.0,400,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,38
0,395.0,80000.0,80000.0,68,80000.0,04,1.0,291,1.0,15.0,20,1.0,1.0,2,1,0,2.0,15,2.0,8000,3.0,0.0,3.0,2.0,8,2.0,0,3.0,2002.0,0,999,1.0,1,40.0,0.0,23,52.0,103,0.0,200,2.0,1,2,3.0,0.0,2.0,5.0,2,4.0,2,45
0,395.0,0.0,0.0,42,0.0,69,6.0,252,3.0,19.0,21,1.0,2.0,2,1,2,2.0,15,2.0,8000,2.0,0.0,2.0,2.0,8,2.0,0,2.0,2002.0,0,999,1.0,1,40.0,0.0,23,52.0,111,0.0,200,2.0,1,2,3.0,0.0,2.0,5.0,2,4.0,2,53
0,359.0,56300.0,56300.0,48,33600.0,76,1.0,49,1.0,21.0,20,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,32,1.0,1,40.0,0.0,38,52.0,139,0.0,600,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,61
0,501.0,70000.0,70000.0,16,70000.0,95,1.0,32,1.0,21.0,25,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,148,5.0,1,40.0,0.0,38,52.0,158,0.0,300,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,49
0,345.0,54000.0,54000.0,23,54000.0,78,1.0,720,1.0,22.0,20,6.0,1.0,2,5,0,2.0,6,2.0,4008,2.0,0.0,2.0,2.0,6,2.0,0,2.0,1995.0,0,999,3.0,4,35.0,0.0,233,52.0,106,0.0,600,3.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,40
0,497.0,68000.0,68000.0,22,68000.0,78,1.0,50,1.0,22.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1990.0,1,999,4.0,1,50.0,0.0,31,52.0,55,0.0,500,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,56
0,497.0,32000.0,32000.0,57,32000.0,78,1.0,22,1.0,20.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1990.0,1,999,4.0,1,40.0,0.0,30,52.0,48,0.0,500,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,55
0,282.0,65000.0,65000.0,32,65000.0,81,1.0,999,1.0,22.0,20,1.0,1.0,2,1,0,2.0,15,2.0,8000,3.0,0.0,3.0,2.0,8,2.0,0,3.0,2014.0,0,999,1.0,1,40.0,0.0,38,52.0,33,0.0,100,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,36
0,282.0,20000.0,20000.0,47,20000.0,85,1.0,999,1.0,21.0,21,1.0,1.0,2,1,0,2.0,15,2.0,8000,3.0,0.0,3.0,2.0,8,2.0,0,3.0,2014.0,0,999,1.0,1,40.0,0.0,30,52.0,38,0.0,100,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,35
0,180.0,28200.0,28200.0,03,28200.0,86,1.0,82,1.0,19.0,20,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,995,1.0,1,33.0,0.0,38,52.0,141,0.0,200,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,22
0,223.0,35000.0,35000.0,71,35000.0,96,4.0,924,1.0,16.0,22,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,999,5.0,1,45.0,0.0,42,52.0,115,0.0,200,1.0,1,2,3.0,0.0,2.0,5.0,2,1.0,1,22
0,501.0,62000.0,62000.0,49,62000.0,82,1.0,50,1.0,21.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1999.0,1,999,1.0,1,40.0,0.0,39,52.0,97,0.0,200,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,64
0,447.0,42000.0,42000.0,20,42000.0,83,1.0,142,1.0,19.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2010.0,1,999,4.0,1,40.0,0.0,38,52.0,74,0.0,500,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,39
0,447.0,48000.0,48000.0,91,48000.0,44,1.0,142,1.0,15.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2010.0,1,26,1.0,1,42.0,0.0,38,52.0,44,0.0,500,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,40
0,260.0,40000.0,40000.0,00,40000.0,67,1.0,51,1.0,21.0,20,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,32,2.0,1,40.0,0.0,38,52.0,192,0.0,300,3.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,21
0,501.0,107500.0,100000.0,92,100000.0,60,1.0,32,1.0,21.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1993.0,1,999,1.0,1,60.0,0.0,38,52.0,139,7500.0,300,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,58
0,501.0,0.0,0.0,42,0.0,69,6.0,32,3.0,16.0,21,1.0,2.0,2,1,0,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1993.0,1,999,1.0,1,40.0,0.0,26,52.0,122,0.0,300,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,55
0,274.0,38500.0,38500.0,96,38500.0,63,1.0,999,1.0,16.0,20,4.0,1.0,1,3,0,1.0,1,2.0,1000,2.0,0.0,3.0,2.0,1,2.0,0,3.0,2000.0,1,999,1.0,1,38.0,0.0,38,52.0,115,0.0,300,1.0,4,2,3.0,0.0,2.0,5.0,2,4.0,1,65
1,205.0,4600.0,0.0,47,0.0,53,6.0,32,2.0,16.0,20,1.0,2.0,2,1,0,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1978.0,1,88,1.0,1,40.0,4600.0,55,52.0,96,0.0,200,3.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,62
0,205.0,35700.0,3000.0,47,3000.0,48,1.0,935,1.0,21.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1978.0,1,999,1.0,1,20.0,13000.0,6,52.0,75,0.0,200,3.0,1,2,3.0,0.0,2.0,3.0,2,2.0,1,64
0,365.0,57000.0,53000.0,16,53000.0,78,1.0,26,1.0,24.0,20,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,999,4.0,5,40.0,0.0,109,52.0,52,4000.0,500,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,34
0,310.0,49000.0,45000.0,36,45000.0,92,1.0,22,1.0,21.0,20,6.0,1.0,2,5,0,2.0,1,2.0,1000,1.0,0.0,1.0,2.0,1,2.0,0,3.0,1995.0,1,999,1.0,1,50.0,0.0,38,52.0,56,4000.0,400,1.0,1,2,2.0,0.0,2.0,2.0,2,4.0,1,63
0,265.0,22000.0,0.0,06,0.0,07,6.0,32,2.0,15.0,20,1.0,2.0,2,1,1,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1994.0,1,999,1.0,1,40.0,22000.0,38,52.0,14,0.0,600,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,63
0,131.0,15000.0,15000.0,40,15000.0,86,1.0,51,1.0,18.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2019.0,1,999,1.0,1,20.0,0.0,36,52.0,11,0.0,100,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,33
0,131.0,25000.0,25000.0,80,25000.0,01,1.0,51,1.0,19.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2019.0,1,999,1.0,1,40.0,0.0,36,52.0,4,0.0,100,1.0,1,2,3.0,0.0,2.0,5.0,2,2.0,1,46
0,207.0,32500.0,32000.0,53,32000.0,81,1.0,32,1.0,19.0,20,6.0,1.0,2,5,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,82,2.0,1,37.0,0.0,38,52.0,621,500.0,400,3.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,25
0,5.0,860.0,0.0,42,0.0,69,6.0,32,3.0,1.0,20,4.0,2.0,1,3,0,2.0,1,2.0,1000,2.0,0.0,2.0,1.0,1,1.0,0,2.0,1987.0,1,939,1.0,1,40.0,0.0,38,52.0,14,0.0,200,1.0,2,2,2.0,0.0,2.0,5.0,2,4.0,1,63
0,358.0,60000.0,60000.0,32,60000.0,79,1.0,22,1.0,21.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2003.0,1,999,4.0,1,40.0,0.0,2,52.0,117,0.0,300,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,37
0,358.0,80000.0,80000.0,02,80000.0,07,1.0,22,1.0,19.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2003.0,1,999,1.0,1,40.0,0.0,56,52.0,166,0.0,300,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,40
0,433.0,43000.0,43000.0,23,43000.0,78,1.0,32,1.0,21.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2013.0,1,148,3.0,1,50.0,0.0,38,52.0,14,0.0,200,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,43
0,433.0,60000.0,55000.0,23,55000.0,78,1.0,32,1.0,21.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2013.0,1,148,4.0,1,50.0,0.0,38,52.0,12,0.0,200,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,45
0,347.0,100500.0,100000.0,02,0.0,01,1.0,32,1.0,20.0,20,1.0,1.0,2,1,1,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2016.0,1,148,6.0,1,60.0,0.0,38,52.0,24,500.0,400,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,29
0,347.0,25000.0,25000.0,57,25000.0,69,1.0,32,1.0,21.0,21,1.0,1.0,2,1,1,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2016.0,1,148,5.0,1,25.0,0.0,38,52.0,21,0.0,400,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,29
0,501.0,0.0,0.0,88,0.0,55,6.0,82,2.0,19.0,21,1.0,2.0,2,1,0,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1982.0,1,999,1.0,1,40.0,0.0,27,52.0,50,0.0,400,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,62
0,501.0,43600.0,42600.0,58,7600.0,55,1.0,32,1.0,20.0,25,6.0,1.0,1,5,0,2.0,1,1.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1995.0,1,82,1.0,1,20.0,0.0,38,52.0,23,1000.0,400,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,31
1,501.0,8600.0,0.0,42,0.0,69,6.0,32,3.0,17.0,25,6.0,2.0,1,5,0,1.0,1,1.0,1000,2.0,8600.0,2.0,1.0,1,1.0,0,2.0,1995.0,1,999,1.0,1,40.0,0.0,38,52.0,9,0.0,200,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,26
0,418.0,85000.0,85000.0,70,85000.0,66,1.0,996,1.0,20.0,20,1.0,1.0,2,1,0,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,2003.0,1,999,1.0,1,45.0,0.0,27,52.0,68,0.0,300,1.0,3,2,2.0,0.0,2.0,5.0,2,4.0,1,44
0,418.0,40000.0,20000.0,57,20000.0,88,1.0,32,1.0,20.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,2.0,2.0,1,2.0,0,2.0,2003.0,1,999,7.0,1,40.0,0.0,38,45.0,56,0.0,300,1.0,1,2,2.0,0.0,2.0,5.0,2,4.0,1,42
0,319.0,50000.0,50000.0,96,50000.0,49,1.0,82,1.0,16.0,20,4.0,1.0,2,3,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1993.0,1,999,1.0,1,50.0,0.0,38,52.0,150,0.0,300,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,52
0,35.0,5500.0,5500.0,57,5500.0,81,1.0,21,1.0,15.0,20,4.0,1.0,2,3,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,1978.0,1,32,2.0,7,32.0,0.0,301,19.0,30,0.0,400,3.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,64
0,501.0,12000.0,12000.0,40,12000.0,86,1.0,78,1.0,20.0,21,1.0,1.0,2,1,2,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,1985.0,1,999,1.0,1,30.0,0.0,30,50.0,173,0.0,300,1.0,1,2,2.0,0.0,2.0,5.0,2,4.0,1,57
0,452.0,54000.0,51500.0,20,49500.0,78,1.0,82,1.0,22.0,20,1.0,1.0,1,1,0,2.0,1,1.0,1000,3.0,0.0,3.0,1.0,1,2.0,0,3.0,2007.0,1,50,3.0,1,40.0,0.0,38,52.0,18,2500.0,400,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,64
0,452.0,35000.0,35000.0,42,35000.0,53,1.0,32,1.0,16.0,21,1.0,1.0,1,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,1.0,1,2.0,0,3.0,2007.0,1,50,1.0,1,40.0,0.0,38,52.0,13,0.0,400,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,63
0,501.0,75000.0,35000.0,86,35000.0,20,6.0,32,1.0,20.0,20,1.0,2.0,2,1,0,2.0,1,2.0,1000,2.0,0.0,2.0,2.0,1,2.0,0,2.0,2002.0,1,999,1.0,1,44.0,0.0,38,13.0,19,0.0,200,1.0,1,2,3.0,0.0,2.0,5.0,2,4.0,1,56
0,501.0,98000.0,98000.0,32,98000.0,81,1.0,88,1.0,21.0,21,1.0,1.0,2,1,0,2.0,1,2.0,1000,3.0,0.0,3.0,2.0,1,2.0,0,3.0,2002.0,1,931,2.0,7,42.0,0.0,301,52.0,14,0.0,200,1.0,2,2,3.0,0.0,2.0,5.0,2,4.0,1,47
