WAGP,POVPIP,SEMP,income_group,income_source_count,poverty_band,has_wage_income,has_self_employment,ESR,COW,WKL,OCCP_2digit,INDP_2digit,employment_status_simple,employer_type,AGEP,SEX,MAR,MIG,NATIVITY,RAC1P,HISP,age_group,marital_status_simple,SCHL,SCH,education_level,currently_enrolled,DIS,DEAR,DEYE,DPHY,has_any_disability,STATE,PUMA,REGION,DIVISION,medicaid_only
67000.0,501.0,0.0,High,3,>400%,1,0,6.0,1.0,1.0,62,01,Not_in_labor_force,Private,62,1,1,1.0,1,1,1,56-65,Married,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,500,2,4,0
50000.0,388.0,0.0,Medium,1,200-400%,1,0,1.0,1.0,1.0,42,77,Employed,Private,33,1,5,1.0,1,1,1,26-35,Never_married,20.0,1.0,Some_college,0,2,2,2,2.0,0,38,600,2,4,0
9000.0,58.0,0.0,Very_Low,1,<100%,1,0,1.0,3.0,1.0,27,85,Employed,Government,20,1,5,3.0,1,1,1,18-25,Never_married,19.0,2.0,Some_college,1,2,2,2,2.0,0,38,600,2,4,0
10000.0,64.0,0.0,Very_Low,1,<100%,1,0,1.0,2.0,1.0,27,85,Employed,Private,20,1,5,3.0,1,1,1,18-25,Never_married,19.0,2.0,Some_college,1,2,2,2,2.0,0,38,600,2,4,0
3000.0,19.0,0.0,Very_Low,1,<100%,1,0,1.0,1.0,1.0,15,39,Employed,Private,20,1,5,3.0,1,1,1,18-25,Never_married,19.0,2.0,Some_college,1,2,2,2,2.0,0,38,600,2,4,0
10000.0,64.0,0.0,Very_Low,1,<100%,1,0,1.0,1.0,1.0,15,30,Employed,Private,20,1,5,3.0,1,1,1,18-25,Never_married,19.0,2.0,Some_college,1,2,2,2,2.0,0,38,600,2,4,0
0.0,99.0,0.0,,2,<100%,0,0,6.0,1.0,3.0,42,69,Not_in_labor_force,Private,62,1,3,3.0,1,1,1,56-65,Divorced_Separated,11.0,1.0,Less_than_HS,0,1,2,2,2.0,1,38,400,2,4,1
28000.0,285.0,0.0,Low,3,200-400%,1,0,1.0,1.0,1.0,91,01,Employed,Private,63,1,1,1.0,1,1,1,56-65,Married,19.0,1.0,Some_college,0,2,2,2,2.0,0,38,500,2,4,0
0.0,285.0,0.0,,0,200-400%,0,0,6.0,1.0,3.0,42,69,Not_in_labor_force,Private,55,2,1,1.0,1,1,1,46-55,Married,21.0,1.0,Bachelors,0,1,2,2,2.0,1,38,500,2,4,0
90000.0,501.0,0.0,Very_High,1,>400%,1,0,1.0,2.0,1.0,22,78,Employed,Private,43,2,1,1.0,1,1,1,36-45,Married,22.0,1.0,Graduate,0,2,2,2,2.0,0,38,300,2,4,0
80000.0,501.0,0.0,Very_High,1,>400%,1,0,1.0,2.0,1.0,23,78,Employed,Private,42,1,1,1.0,1,1,1,36-45,Married,22.0,1.0,Graduate,0,2,2,2,2.0,0,38,300,2,4,0
25300.0,334.0,0.0,Low,4,200-400%,1,0,1.0,1.0,1.0,45,89,Employed,Private,59,2,2,1.0,1,1,1,56-65,Divorced_Separated,19.0,1.0,Some_college,0,2,2,2,2.0,0,38,400,2,4,0
37400.0,237.0,0.0,Medium,1,200-400%,1,0,1.0,1.0,1.0,96,07,Employed,Private,22,1,5,3.0,1,1,1,18-25,Never_married,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,500,2,4,0
27300.0,173.0,0.0,Low,1,138-200%,1,0,1.0,1.0,1.0,36,82,Employed,Private,21,2,5,3.0,1,1,1,18-25,Never_married,19.0,2.0,Some_college,1,2,2,2,2.0,0,38,500,2,4,0
1800.0,245.0,0.0,Very_Low,1,200-400%,1,0,3.0,5.0,1.0,48,63,Unemployed,Government,51,2,1,1.0,1,1,1,46-55,Married,20.0,1.0,Some_college,0,2,2,2,2.0,0,38,500,2,4,0
47900.0,245.0,0.0,Medium,1,200-400%,1,0,1.0,1.0,1.0,15,12,Employed,Private,51,1,1,1.0,1,1,1,46-55,Married,20.0,1.0,Some_college,0,1,1,2,2.0,1,38,500,2,4,0
38400.0,247.0,0.0,Medium,1,200-400%,1,0,1.0,1.0,1.0,36,82,Employed,Private,58,2,1,1.0,1,1,1,56-65,Married,15.0,1.0,Less_than_HS,0,2,2,2,2.0,0,38,300,2,4,0
0.0,247.0,0.0,,1,200-400%,0,0,6.0,1.0,2.0,42,82,Not_in_labor_force,Private,61,1,1,1.0,1,1,1,56-65,Married,13.0,1.0,Less_than_HS,0,2,2,2,2.0,0,38,300,2,4,0
60000.0,338.0,0.0,High,1,200-400%,1,0,1.0,1.0,1.0,62,07,Employed,Private,32,1,1,1.0,1,1,1,26-35,Married,19.0,1.0,Some_college,0,2,2,2,2.0,0,38,500,2,4,0
75000.0,338.0,0.0,High,1,200-400%,1,0,1.0,1.0,1.0,03,82,Employed,Private,31,2,1,1.0,1,1,1,26-35,Married,22.0,1.0,Graduate,0,2,2,2,2.0,0,38,500,2,4,0
31000.0,200.0,0.0,Medium,1,138-200%,1,0,1.0,1.0,1.0,77,23,Employed,Private,31,2,5,3.0,1,1,1,26-35,Never_married,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,600,2,4,1
41900.0,302.0,0.0,Medium,2,200-400%,1,0,1.0,1.0,1.0,15,70,Employed,Private,33,1,5,1.0,1,1,1,26-35,Never_married,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,600,2,4,0
58000.0,501.0,0.0,High,1,>400%,1,0,1.0,1.0,1.0,77,24,Employed,Private,63,1,1,1.0,1,1,1,56-65,Married,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,500,2,4,0
99000.0,501.0,0.0,Very_High,1,>400%,1,0,1.0,2.0,1.0,32,82,Employed,Private,61,2,1,1.0,1,1,1,56-65,Married,22.0,1.0,Graduate,0,2,2,2,2.0,0,38,500,2,4,0
60000.0,381.0,0.0,High,1,200-400%,1,0,1.0,1.0,1.0,32,82,Employed,Private,63,2,3,1.0,1,1,1,56-65,Divorced_Separated,20.0,1.0,Some_college,0,2,2,2,2.0,0,38,400,2,4,0
75000.0,501.0,0.0,High,1,>400%,1,0,1.0,2.0,1.0,23,78,Employed,Private,47,2,1,1.0,1,1,1,46-55,Married,22.0,1.0,Graduate,0,2,2,2,2.0,0,38,500,2,4,0
120000.0,501.0,0.0,Very_High,1,>400%,1,0,1.0,1.0,1.0,02,07,Employed,Private,47,1,1,1.0,1,1,1,46-55,Married,20.0,1.0,Some_college,0,2,2,2,2.0,0,38,500,2,4,0
60000.0,501.0,0.0,High,1,>400%,1,0,1.0,7.0,1.0,76,41,Employed,Self_employed,22,1,5,3.0,1,1,1,18-25,Never_married,19.0,2.0,Some_college,1,2,2,2,2.0,0,38,500,2,4,0
1500.0,342.0,0.0,Very_Low,2,200-400%,1,0,1.0,4.0,1.0,35,80,Employed,Government,49,2,2,3.0,1,1,1,46-55,Divorced_Separated,17.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,300,2,4,0
0.0,342.0,0.0,,1,200-400%,0,0,6.0,1.0,3.0,42,69,Not_in_labor_force,Private,25,2,5,3.0,1,1,1,18-25,Never_married,16.0,1.0,HS_diploma,0,1,2,2,2.0,1,38,300,2,4,1
24700.0,158.0,0.0,Low,1,138-200%,1,0,1.0,5.0,1.0,42,83,Employed,Government,53,1,3,3.0,1,1,1,46-55,Divorced_Separated,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,600,2,4,0
45000.0,291.0,0.0,Medium,1,200-400%,1,0,1.0,1.0,1.0,09,68,Employed,Private,30,1,5,1.0,1,9,1,26-35,Never_married,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,400,2,4,0
26000.0,168.0,0.0,Low,1,138-200%,1,0,1.0,2.0,1.0,46,83,Employed,Private,29,2,5,1.0,1,1,1,26-35,Never_married,20.0,1.0,Some_college,0,2,2,2,2.0,0,38,400,2,4,0
72000.0,297.0,0.0,High,1,200-400%,1,0,1.0,1.0,1.0,57,44,Employed,Private,49,2,1,1.0,1,1,1,46-55,Married,18.0,1.0,Some_college,0,2,2,2,2.0,0,38,500,2,4,0
0.0,297.0,22000.0,,1,200-400%,0,1,1.0,6.0,1.0,62,07,Employed,Self_employed,49,1,1,1.0,1,1,1,46-55,Married,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,500,2,4,0
3500.0,297.0,0.0,Very_Low,1,200-400%,1,0,2.0,8.0,1.0,60,01,Employed,Unpaid,20,2,5,1.0,1,1,1,18-25,Never_married,16.0,2.0,HS_diploma,1,2,2,2,2.0,0,38,500,2,4,0
0.0,297.0,5200.0,,2,200-400%,0,1,6.0,6.0,1.0,91,62,Not_in_labor_force,Self_employed,29,1,1,3.0,1,1,1,26-35,Married,16.0,1.0,HS_diploma,0,1,2,2,2.0,1,38,500,2,4,1
100000.0,256.0,-6700.0,Very_High,1,200-400%,1,0,1.0,1.0,1.0,63,07,Employed,Private,39,1,1,1.0,1,1,1,36-45,Married,20.0,1.0,Some_college,0,2,2,2,2.0,0,38,300,2,4,0
20000.0,256.0,0.0,Low,1,200-400%,1,0,1.0,1.0,1.0,40,82,Employed,Private,35,2,1,1.0,1,1,1,26-35,Married,19.0,1.0,Some_college,0,2,2,2,2.0,0,38,300,2,4,0
20000.0,127.0,0.0,Low,1,100-138%,1,0,1.0,1.0,1.0,58,69,Employed,Private,61,2,3,1.0,1,1,1,56-65,Divorced_Separated,18.0,1.0,Some_college,0,1,1,2,2.0,1,38,600,2,4,1
165000.0,501.0,0.0,Very_High,1,>400%,1,0,1.0,1.0,1.0,21,72,Employed,Private,57,1,1,1.0,1,1,1,56-65,Married,23.0,1.0,Graduate,0,2,2,2,2.0,0,38,600,2,4,0
115000.0,501.0,0.0,Very_High,1,>400%,1,0,1.0,1.0,1.0,30,50,Employed,Private,57,2,1,1.0,1,1,1,56-65,Married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,600,2,4,0
103000.0,501.0,0.0,Very_High,1,>400%,1,0,1.0,1.0,1.0,01,01,Employed,Private,52,1,1,1.0,1,1,1,46-55,Married,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,200,2,4,0
20000.0,501.0,0.0,Low,1,>400%,1,0,1.0,1.0,1.0,40,86,Employed,Private,52,2,1,1.0,1,1,1,46-55,Married,18.0,1.0,Some_college,0,2,2,2,2.0,0,38,200,2,4,0
38000.0,342.0,0.0,Medium,1,200-400%,1,0,1.0,1.0,1.0,42,82,Employed,Private,63,2,1,1.0,1,1,1,56-65,Married,13.0,1.0,Less_than_HS,0,2,2,2,2.0,0,38,100,2,4,0
0.0,233.0,0.0,,0,200-400%,0,0,6.0,1.0,2.0,47,50,Not_in_labor_force,Private,26,2,1,3.0,1,1,1,26-35,Married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,500,2,4,0
46000.0,233.0,0.0,Medium,1,200-400%,1,0,4.0,5.0,1.0,98,96,Not_in_labor_force,Government,27,1,1,3.0,1,8,5,26-35,Married,19.0,1.0,Some_college,0,2,2,2,2.0,0,38,500,2,4,0
80000.0,501.0,0.0,Very_High,1,>400%,1,0,1.0,2.0,1.0,33,81,Employed,Private,30,1,1,1.0,1,1,1,26-35,Married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,600,2,4,0
55000.0,501.0,0.0,High,1,>400%,1,0,1.0,2.0,1.0,33,81,Employed,Private,29,2,1,1.0,1,1,1,26-35,Married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,600,2,4,0
67000.0,494.0,0.0,High,2,>400%,1,0,1.0,4.0,1.0,07,94,Employed,Government,51,2,1,1.0,1,9,24,46-55,Married,23.0,1.0,Graduate,0,2,2,2,2.0,0,38,300,2,4,0
25000.0,494.0,4000.0,Low,2,>400%,1,1,1.0,4.0,1.0,22,78,Employed,Government,55,1,1,1.0,1,1,1,46-55,Married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,300,2,4,0
0.0,501.0,0.0,,1,>400%,0,0,6.0,1.0,3.0,42,69,Not_in_labor_force,Private,55,2,1,1.0,1,1,1,46-55,Married,17.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,100,2,4,0
0.0,491.0,75000.0,,2,>400%,0,1,1.0,6.0,1.0,02,01,Employed,Self_employed,62,1,2,1.0,1,1,1,56-65,Divorced_Separated,20.0,2.0,Some_college,1,2,2,2,2.0,0,38,400,2,4,0
68000.0,431.0,0.0,High,1,>400%,1,0,1.0,5.0,1.0,55,63,Employed,Government,41,2,3,3.0,1,1,1,36-45,Divorced_Separated,20.0,1.0,Some_college,0,2,2,2,2.0,0,38,500,2,4,0
3700.0,104.0,0.0,Very_Low,3,100-138%,1,0,1.0,1.0,1.0,41,86,Employed,Private,55,1,5,1.0,1,1,1,46-55,Never_married,16.0,1.0,HS_diploma,0,1,2,2,2.0,1,38,500,2,4,1
68000.0,435.0,0.0,High,1,>400%,1,0,1.0,2.0,1.0,50,91,Employed,Private,61,2,5,1.0,1,1,1,56-65,Never_married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,400,2,4,0
62000.0,393.0,0.0,High,1,200-400%,1,0,1.0,1.0,1.0,47,46,Employed,Private,62,2,5,1.0,1,1,1,56-65,Never_married,20.0,1.0,Some_college,0,2,2,2,2.0,0,38,600,2,4,0
40000.0,501.0,35000.0,Medium,2,>400%,1,1,6.0,3.0,1.0,32,94,Not_in_labor_force,Government,58,2,1,1.0,1,1,1,56-65,Married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,400,2,4,0
80000.0,501.0,8000.0,Very_High,2,>400%,1,1,1.0,1.0,1.0,07,05,Employed,Private,55,1,1,1.0,1,1,1,46-55,Married,20.0,1.0,Some_college,0,2,2,2,2.0,0,38,400,2,4,0
24000.0,266.0,0.0,Low,1,200-400%,1,0,1.0,1.0,1.0,43,90,Employed,Private,62,2,1,1.0,1,1,1,56-65,Married,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,200,2,4,0
74000.0,489.0,0.0,High,2,>400%,1,0,1.0,3.0,1.0,30,94,Employed,Government,64,1,1,1.0,1,1,1,56-65,Married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,200,2,4,0
1000.0,167.0,0.0,Very_Low,2,138-200%,1,0,6.0,3.0,1.0,23,78,Not_in_labor_force,Government,55,1,1,1.0,1,1,1,46-55,Married,21.0,1.0,Bachelors,0,1,2,2,2.0,1,38,200,2,4,1
0.0,167.0,0.0,,0,138-200%,0,0,6.0,2.0,2.0,36,82,Not_in_labor_force,Private,50,2,1,1.0,1,1,1,46-55,Married,16.0,1.0,HS_diploma,0,1,2,2,2.0,1,38,200,2,4,1
56000.0,367.0,0.0,High,1,200-400%,1,0,1.0,1.0,1.0,63,07,Employed,Private,43,1,5,1.0,1,1,1,36-45,Never_married,16.0,1.0,HS_diploma,0,1,2,2,2.0,1,38,500,2,4,0
40000.0,262.0,0.0,Medium,1,200-400%,1,0,2.0,1.0,1.0,73,07,Employed,Private,44,1,5,1.0,1,5,1,36-45,Never_married,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,500,2,4,0
110000.0,501.0,0.0,Very_High,1,>400%,1,0,1.0,1.0,1.0,13,72,Employed,Private,40,2,1,1.0,1,1,1,36-45,Married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,100,2,4,0
70000.0,501.0,0.0,High,2,>400%,1,0,1.0,1.0,1.0,52,66,Employed,Private,59,2,3,1.0,1,1,1,56-65,Divorced_Separated,18.0,1.0,Some_college,0,2,2,2,2.0,0,38,200,2,4,0
22200.0,331.0,0.0,Low,1,200-400%,1,0,1.0,3.0,1.0,25,78,Employed,Government,39,2,1,1.0,1,1,1,36-45,Married,18.0,2.0,Some_college,1,2,2,2,2.0,0,38,200,2,4,0
55000.0,331.0,0.0,High,1,200-400%,1,0,4.0,5.0,1.0,86,96,Not_in_labor_force,Government,39,1,1,1.0,1,1,1,36-45,Married,20.0,1.0,Some_college,0,2,2,2,2.0,0,38,200,2,4,0
0.0,331.0,0.0,,0,200-400%,0,0,6.0,1.0,3.0,42,69,Not_in_labor_force,Private,20,2,5,1.0,1,1,1,18-25,Never_married,13.0,2.0,Less_than_HS,1,2,2,2,2.0,0,38,200,2,4,0
48900.0,365.0,0.0,Medium,1,200-400%,1,0,1.0,1.0,1.0,44,85,Employed,Private,58,2,3,1.0,1,3,1,56-65,Divorced_Separated,17.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,400,2,4,0
0.0,365.0,0.0,,0,200-400%,0,0,6.0,1.0,3.0,42,69,Not_in_labor_force,Private,35,2,1,3.0,1,3,1,26-35,Married,16.0,1.0,HS_diploma,0,1,1,2,2.0,1,38,400,2,4,1
130000.0,365.0,0.0,Very_High,2,200-400%,1,0,3.0,1.0,1.0,62,07,Unemployed,Private,34,1,5,3.0,1,3,1,26-35,Never_married,17.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,400,2,4,1
0.0,365.0,0.0,,1,200-400%,0,0,6.0,1.0,3.0,42,69,Not_in_labor_force,Private,35,1,1,3.0,1,3,1,26-35,Married,12.0,1.0,Less_than_HS,0,1,2,2,2.0,1,38,400,2,4,1
150000.0,501.0,0.0,Very_High,1,>400%,1,0,1.0,7.0,1.0,60,01,Employed,Self_employed,41,1,1,1.0,1,1,1,36-45,Married,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,100,2,4,0
30000.0,501.0,0.0,Low,1,>400%,1,0,1.0,1.0,1.0,60,01,Employed,Private,40,2,1,1.0,1,1,1,36-45,Married,17.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,100,2,4,0
70000.0,459.0,0.0,High,1,>400%,1,0,1.0,3.0,1.0,63,07,Employed,Government,59,1,5,1.0,1,1,1,56-65,Never_married,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,500,2,4,0
60000.0,385.0,0.0,High,1,200-400%,1,0,1.0,1.0,1.0,73,07,Employed,Private,29,1,5,1.0,1,1,1,26-35,Never_married,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,600,2,4,0
15000.0,96.0,0.0,Very_Low,1,<100%,1,0,1.0,1.0,1.0,40,86,Employed,Private,25,2,5,1.0,1,1,1,18-25,Never_married,21.0,2.0,Bachelors,1,2,2,2,2.0,0,38,600,2,4,0
40000.0,386.0,0.0,Medium,1,200-400%,1,0,1.0,2.0,1.0,23,78,Employed,Private,44,2,1,1.0,1,1,1,36-45,Married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,400,2,4,0
100000.0,386.0,0.0,Very_High,1,200-400%,1,0,1.0,2.0,1.0,02,78,Employed,Private,48,1,1,1.0,1,1,1,46-55,Married,22.0,1.0,Graduate,0,2,2,2,2.0,0,38,400,2,4,0
120000.0,501.0,0.0,Very_High,1,>400%,1,0,1.0,1.0,1.0,13,20,Employed,Private,32,1,1,1.0,1,1,1,26-35,Married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,300,2,4,0
20000.0,501.0,0.0,Low,1,>400%,1,0,1.0,1.0,1.0,46,85,Employed,Private,33,2,1,1.0,1,1,1,26-35,Married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,300,2,4,0
40000.0,501.0,0.0,Medium,1,>400%,1,0,1.0,1.0,1.0,41,86,Employed,Private,51,2,1,1.0,1,1,1,46-55,Married,17.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,600,2,4,0
60000.0,327.0,0.0,High,1,200-400%,1,0,1.0,1.0,1.0,81,88,Employed,Private,31,1,1,1.0,1,1,1,26-35,Married,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,500,2,4,0
40000.0,327.0,0.0,Medium,1,200-400%,1,0,1.0,1.0,1.0,35,80,Employed,Private,26,2,1,1.0,1,1,1,26-35,Married,20.0,1.0,Some_college,0,2,2,2,2.0,0,38,500,2,4,0
38000.0,443.0,0.0,Medium,1,>400%,1,0,1.0,7.0,1.0,51,07,Employed,Self_employed,60,2,1,1.0,1,1,1,56-65,Married,20.0,1.0,Some_college,0,2,2,2,2.0,0,38,600,2,4,0
50000.0,443.0,0.0,Medium,1,>400%,1,0,1.0,7.0,1.0,63,07,Employed,Self_employed,65,1,1,1.0,1,1,1,56-65,Married,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,600,2,4,0
45000.0,286.0,0.0,Medium,1,200-400%,1,0,3.0,1.0,1.0,41,86,Unemployed,Private,21,1,5,3.0,1,1,1,18-25,Never_married,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,100,2,4,0
38000.0,241.0,0.0,Medium,1,200-400%,1,0,1.0,1.0,1.0,96,53,Employed,Private,32,2,3,3.0,2,6,1,26-35,Divorced_Separated,19.0,1.0,Some_college,0,2,2,2,2.0,0,38,100,2,4,0
48000.0,312.0,0.0,Medium,1,200-400%,1,0,1.0,2.0,1.0,12,81,Employed,Private,24,2,5,1.0,1,1,1,18-25,Never_married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,600,2,4,0
40000.0,191.0,0.0,Medium,1,138-200%,1,0,6.0,7.0,1.0,02,01,Not_in_labor_force,Self_employed,41,1,5,1.0,1,1,1,36-45,Never_married,19.0,1.0,Some_college,0,2,2,2,2.0,0,38,400,2,4,0
24300.0,501.0,0.0,Low,2,>400%,1,0,1.0,2.0,1.0,04,91,Employed,Private,46,2,1,1.0,1,8,24,46-55,Married,11.0,1.0,Less_than_HS,0,1,1,2,2.0,1,38,100,2,4,0
150000.0,501.0,5000.0,Very_High,2,>400%,1,1,1.0,4.0,1.0,00,78,Employed,Government,45,1,1,1.0,1,1,1,36-45,Married,22.0,1.0,Graduate,0,2,2,2,2.0,0,38,100,2,4,0
6000.0,501.0,0.0,Very_Low,1,>400%,1,0,6.0,1.0,1.0,60,02,Not_in_labor_force,Private,18,1,5,1.0,1,9,24,18-25,Never_married,18.0,3.0,Some_college,1,1,2,2,2.0,1,38,100,2,4,0
36000.0,501.0,0.0,Medium,1,>400%,1,0,1.0,1.0,1.0,96,81,Employed,Private,58,1,1,1.0,1,1,1,56-65,Married,19.0,1.0,Some_college,0,2,2,2,2.0,0,38,600,2,4,0
68000.0,501.0,0.0,High,1,>400%,1,0,1.0,1.0,1.0,54,50,Employed,Private,60,2,1,1.0,1,1,1,56-65,Married,19.0,1.0,Some_college,0,2,2,2,2.0,0,38,600,2,4,0
0.0,501.0,0.0,,0,>400%,0,0,6.0,3.0,2.0,23,78,Not_in_labor_force,Government,36,2,1,1.0,1,1,1,36-45,Married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,100,2,4,0
14700.0,324.0,0.0,Very_Low,1,200-400%,1,0,1.0,3.0,1.0,25,78,Employed,Government,34,2,1,1.0,1,1,1,26-35,Married,20.0,1.0,Some_college,0,2,2,2,2.0,0,38,100,2,4,0
100000.0,324.0,0.0,Very_High,1,200-400%,1,0,1.0,1.0,1.0,13,07,Employed,Private,31,1,1,1.0,1,1,1,26-35,Married,22.0,1.0,Graduate,0,2,2,2,2.0,0,38,100,2,4,0
0.0,1.0,0.0,,0,<100%,0,0,3.0,1.0,2.0,47,86,Unemployed,Private,19,2,1,3.0,1,3,1,18-25,Married,19.0,2.0,Some_college,1,2,2,2,2.0,0,38,100,2,4,1
0.0,1.0,0.0,,0,<100%,0,0,6.0,1.0,2.0,40,86,Not_in_labor_force,Private,18,1,1,3.0,1,3,1,18-25,Married,12.0,2.0,Less_than_HS,1,2,2,2,2.0,0,38,100,2,4,1
0.0,225.0,35000.0,,2,200-400%,0,1,1.0,6.0,1.0,02,01,Employed,Self_employed,61,1,3,1.0,1,1,1,56-65,Divorced_Separated,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,200,2,4,0
30000.0,192.0,0.0,Low,2,138-200%,1,0,1.0,1.0,1.0,36,82,Employed,Private,50,2,3,1.0,1,1,1,46-55,Divorced_Separated,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,200,2,4,0
72000.0,449.0,0.0,High,1,>400%,1,0,1.0,4.0,1.0,08,85,Employed,Government,45,1,1,1.0,1,1,1,36-45,Married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,300,2,4,0
80000.0,449.0,0.0,Very_High,1,>400%,1,0,1.0,2.0,1.0,08,74,Employed,Private,44,2,1,1.0,1,1,1,36-45,Married,22.0,1.0,Graduate,0,2,2,2,2.0,0,38,300,2,4,0
17000.0,422.0,9000.0,Low,3,>400%,1,1,1.0,7.0,1.0,58,61,Employed,Self_employed,55,2,1,1.0,1,1,1,46-55,Married,19.0,1.0,Some_college,0,2,2,2,2.0,0,38,400,2,4,0
58000.0,422.0,0.0,High,2,>400%,1,0,1.0,7.0,1.0,91,61,Employed,Self_employed,57,1,1,1.0,1,1,1,56-65,Married,19.0,1.0,Some_college,0,2,2,2,2.0,0,38,400,2,4,0
93000.0,501.0,0.0,Very_High,2,>400%,1,0,1.0,1.0,1.0,06,75,Employed,Private,26,1,1,1.0,1,1,1,26-35,Married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,600,2,4,0
45000.0,501.0,0.0,Medium,2,>400%,1,0,1.0,4.0,1.0,02,78,Employed,Government,26,2,1,1.0,1,1,1,26-35,Married,22.0,1.0,Graduate,0,2,2,2,2.0,0,38,600,2,4,0
40000.0,258.0,0.0,Medium,2,200-400%,1,0,1.0,2.0,1.0,40,82,Employed,Private,62,2,3,1.0,1,1,1,56-65,Divorced_Separated,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,600,2,4,0
105000.0,317.0,0.0,Very_High,1,200-400%,1,0,1.0,1.0,1.0,14,10,Employed,Private,34,1,1,1.0,2,1,1,26-35,Married,22.0,1.0,Graduate,0,2,2,2,2.0,0,38,500,2,4,0
10000.0,317.0,0.0,Very_Low,1,200-400%,1,0,6.0,1.0,1.0,36,79,Not_in_labor_force,Private,41,2,1,1.0,1,1,1,36-45,Married,18.0,1.0,Some_college,0,2,2,2,2.0,0,38,500,2,4,0
80000.0,501.0,0.0,Very_High,1,>400%,1,0,1.0,1.0,1.0,11,74,Employed,Private,30,1,1,1.0,1,1,1,26-35,Married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,600,2,4,0
49400.0,376.0,0.0,Medium,1,200-400%,1,0,1.0,1.0,1.0,50,42,Employed,Private,62,1,1,1.0,1,1,1,56-65,Married,19.0,1.0,Some_college,0,2,2,2,2.0,0,38,200,2,4,0
26500.0,376.0,0.0,Low,2,200-400%,1,0,1.0,1.0,1.0,58,70,Employed,Private,61,2,1,1.0,1,1,1,56-65,Married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,200,2,4,0
42000.0,426.0,0.0,Medium,1,>400%,1,0,1.0,3.0,1.0,23,78,Employed,Government,31,2,1,1.0,1,1,1,26-35,Married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,500,2,4,0
42000.0,426.0,0.0,Medium,1,>400%,1,0,1.0,3.0,1.0,23,78,Employed,Government,30,1,1,1.0,1,1,1,26-35,Married,21.0,1.0,Bachelors,0,2,2,2,2.0,0,38,500,2,4,0
23000.0,83.0,0.0,Low,1,<100%,1,0,1.0,1.0,1.0,48,48,Employed,Private,34,2,1,1.0,1,1,1,26-35,Married,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,400,2,4,1
2000.0,83.0,200.0,Very_Low,3,<100%,1,1,3.0,6.0,1.0,62,07,Unemployed,Self_employed,35,1,1,1.0,1,1,1,26-35,Married,16.0,1.0,HS_diploma,0,1,2,2,1.0,1,38,400,2,4,1
70000.0,451.0,0.0,High,1,>400%,1,0,1.0,3.0,1.0,10,78,Employed,Government,45,1,5,1.0,1,1,1,36-45,Never_married,16.0,1.0,HS_diploma,0,2,2,2,2.0,0,38,400,2,4,0
